var1,True
var2,True
var4,True
var5,True
var6,True
var7,True
var8,False
var9,True
var10,False
var12,True
var13,True
var14,True
var15,False
var26,True
var27,False
var28,True
var29,True
var30,True
var31,True
var32,True
var33,True
var34,False
var35,False
var36,True
var37,False
var38,True
var39,False
var40,True
var41,True
var42,True
var43,False
var44,False
var46,True
var47,True
var48,True
var49,True
var50,True
var51,True
var52,True
var53,True
var54,True
var55,True
var56,True
var57,True
var58,False
var59,False
var60,True
var61,True
var62,True
var63,True
var64,True
var65,True
var66,True
var67,False
var68,True
var69,True
var70,True
var71,True
var72,True
var73,False
var74,True
var75,True
var76,True
var77,True
var78,False
var79,True
var80,True
var81,True
var82,False
var83,False
var84,True
var85,True
var86,False
var87,True
var88,True
var89,True
var90,True
var91,True
var92,True
var93,True
var94,True
var95,True
var96,True
var97,True
var98,True
var99,True
var100,True
var101,True
var102,True
var103,True
var104,True
var105,False
var106,False
var107,False
var108,True
var109,True
var110,False
var111,False
var112,True
var113,True
var114,True
var115,False
var116,True
var117,True
var118,True
var119,True
var120,True
var121,True
var122,True
var123,True
var124_num,True
var125_num,True
var126_num,True
var127,True
var128,True
var129,True
var130,True
var131,True
var132,False
var133,True
var134,False
var135,False
var136,False
var137,False
var138,True
var139,True
var140,False
var141,False
var142,False
var143,True
var144,True
var145,False
var146,True
var147,True
var148,True
var149,True
var150,False
var151,False
var152,True
var153,False
var154,False
var155,False
var156,True
var157,False
var158,False
var159,False
var160,True
var161,False
var162,True
var163,True
var164,False
var165,False
var166,True
var167,False
var168,True
var169,False
var170,True
var171,False
var172,True
var173,True
var174,False
var175,False
var176,False
var177,True
var178,False
var179,False
var180,False
var181,True
var182,False
var183,True
var184,True
var185,False
var186,True
var187,True
var188,True
var189,True
var190,False
var191,True
var192,False
var193,True
var194,True
var195,True
var196,False
var197,False
var198,False
var199,True
var200,False
var201,False
var202,False
var203,True
var204,False
var205,True
var206,True
var207,False
var208,False
var209,True
var210,True
var211,False
var212,True
var213,False
var214,True
var215,True
var216,False
var217,False
var218,False
var219,True
var220,False
var221,False
var222,True
var223,False
var224,False
var225,False
var226,False
var227,True
var228,True
var229,False
var230,True
var231,False
var232,True
var233,False
var234,True
var235,True
var236,True
var237,False
var238,False
var239,False
var240,True
var241,False
var242,False
var243,False
var244,False
var245,False
var246,True
var247,True
var248,False
var249,True
var250,True
var251,True
var252,True
var253,True
var254,False
var255,True
var256,True
var257,True
var258,False
var259,False
var260,False
var261,False
var262,False
var263,True
var264,False
var265,False
var266,True
var267,True
var268,False
var269,False
var270,False
var271,True
var272,False
var273,False
var274,False
var275,True
var276,False
var277,False
var278,True
var279,True
var280,True
var281,False
var282,True
var283,True
var284,True
var285,True
var286,False
var287,True
var288,False
var289,False
var290,True
var291,True
var292,True
var293,True
var294,True
var295,False
var296,False
var297,False
var298,True
var299,False
var300,True
var301,False
var302,True
var303,False
var304,True
var305,True
var306,True
var307,False
var308,True
var309,False
var310,True
var311,True
var312,True
var313,False
var314,False
var315,False
var316,True
var317,False
var318,False
var319,False
var320,False
var321,False
var322,True
var323,True
var324,False
var325,True
var326,True
var327,True
var328,True
var329,False
var330,True
var331,False
var332,True
var333,True
var334,False
var335,False
var336,False
var337,True
var338,False
var339,True
var340,False
var341,False
var342,False
var343,True
var344,True
var345,True
var346,True
var347,True
var348,True
var349,True
var350,False
var351,True
var352,False
var353,True
var354,False
var355,True
var356,False
var357,False
var358,False
var359,True
var360,False
var361,True
var362,False
var363,False
var364,False
var365,True
var366,True
var367,True
var368,True
var369,True
var370,True
var371,False
var372,True
var373,False
var374,True
var375,True
var376,True
var377,True
var378,False
var379,False
var380,False
var381,False
var382,False
var383,True
var384,False
var385,False
var386,False
var387,False
var388,True
var389,True
var390,True
var391,True
var392,False
var393,True
var394,False
var395,True
var396,False
var397,True
var398,False
var399,False
var400,False
var401,True
var402,False
var403,True
var404,False
var405,True
var406,False
var407,True
var408,True
var409,True
var410,True
var411,True
var412,True
var413,True
var414,True
var415,False
var416,True
var417,True
var418,True
var419,False
var420,False
var421,False
var422,False
var423,False
var424,False
var425,False
var426,False
var427,True
var428,True
var429,False
var430,True
var431,True
var432,False
var433,True
var434,True
var435,False
var436,False
var437,True
var438,False
var439,False
var440,True
var441,False
var442,True
var443,False
