var1,True
var2,True
var4,True
var5,True
var6,True
var7,True
var8,True
var9,True
var10,True
var12,True
var13,True
var14,True
var15,True
var26,True
var27,True
var28,True
var29,True
var30,True
var31,True
var32,True
var33,True
var34,True
var35,True
var36,True
var37,True
var38,True
var39,True
var40,True
var41,True
var42,True
var43,True
var44,True
var46,True
var47,True
var48,True
var49,True
var50,True
var51,True
var52,True
var53,True
var54,True
var55,True
var56,True
var57,True
var58,True
var59,True
var60,True
var61,True
var62,True
var63,True
var64,True
var65,True
var66,True
var67,True
var68,True
var69,True
var70,True
var71,True
var72,True
var73,True
var74,True
var75,True
var76,True
var77,True
var78,True
var79,True
var80,True
var81,True
var82,True
var83,True
var84,True
var85,True
var86,True
var87,True
var88,True
var89,True
var90,True
var91,True
var92,True
var93,True
var94,True
var95,True
var96,True
var97,True
var98,True
var99,True
var100,True
var101,True
var102,True
var103,True
var104,True
var105,True
var106,True
var107,True
var108,True
var109,True
var110,True
var111,True
var112,True
var113,True
var114,True
var115,True
var116,True
var117,True
var118,True
var119,True
var120,True
var121,True
var122,True
var123,True
var124_num,True
var125_num,True
var126_num,True
var127,True
var128,True
var129,True
var130,True
var131,True
var132,True
var133,True
var134,True
var135,True
var136,True
var137,True
var138,True
var139,True
var140,True
var141,True
var142,True
var143,True
var144,True
var145,True
var146,True
var147,True
var148,True
var149,True
var150,True
var151,True
var152,True
var153,True
var154,True
var155,True
var156,True
var157,True
var158,True
var159,True
var160,True
var161,True
var162,True
var163,True
var164,True
var165,True
var166,True
var167,True
var168,True
var169,True
var170,True
var171,True
var172,True
var173,True
var174,True
var175,True
var176,True
var177,True
var178,True
var179,True
var180,True
var181,True
var182,True
var183,True
var184,True
var185,True
var186,True
var187,True
var188,True
var189,True
var190,True
var191,True
var192,True
var193,True
var194,True
var195,True
var196,True
var197,True
var198,True
var199,True
var200,True
var201,True
var202,True
var203,True
var204,True
var205,True
var206,True
var207,True
var208,True
var209,True
var210,True
var211,True
var212,True
var213,True
var214,True
var215,True
var216,True
var217,True
var218,True
var219,True
var220,True
var221,True
var222,True
var223,True
var224,True
var225,True
var226,True
var227,True
var228,True
var229,True
var230,True
var231,False
var232,True
var233,True
var234,True
var235,False
var236,True
var237,True
var238,False
var239,False
var240,True
var241,True
var242,True
var243,True
var244,True
var245,True
var246,True
var247,True
var248,True
var249,True
var250,True
var251,True
var252,True
var253,True
var254,True
var255,True
var256,True
var257,True
var258,True
var259,True
var260,True
var261,True
var262,True
var263,True
var264,True
var265,True
var266,True
var267,True
var268,True
var269,True
var270,True
var271,True
var272,True
var273,True
var274,True
var275,True
var276,True
var277,True
var278,True
var279,True
var280,True
var281,True
var282,True
var283,True
var284,True
var285,True
var286,True
var287,True
var288,True
var289,True
var290,True
var291,True
var292,True
var293,True
var294,True
var295,True
var296,True
var297,True
var298,True
var299,True
var300,True
var301,True
var302,True
var303,True
var304,True
var305,True
var306,True
var307,True
var308,True
var309,True
var310,True
var311,True
var312,True
var313,True
var314,True
var315,True
var316,True
var317,True
var318,True
var319,True
var320,True
var321,True
var322,True
var323,False
var324,False
var325,True
var326,True
var327,True
var328,True
var329,False
var330,True
var331,True
var332,True
var333,True
var334,True
var335,False
var336,False
var337,True
var338,False
var339,True
var340,False
var341,True
var342,False
var343,True
var344,True
var345,True
var346,True
var347,True
var348,True
var349,True
var350,True
var351,True
var352,True
var353,True
var354,True
var355,True
var356,True
var357,True
var358,True
var359,True
var360,True
var361,True
var362,True
var363,True
var364,True
var365,True
var366,True
var367,True
var368,True
var369,True
var370,True
var371,True
var372,True
var373,True
var374,True
var375,True
var376,True
var377,True
var378,True
var379,True
var380,True
var381,True
var382,True
var383,True
var384,False
var385,True
var386,True
var387,True
var388,True
var389,True
var390,True
var391,True
var392,False
var393,True
var394,True
var395,True
var396,True
var397,True
var398,True
var399,True
var400,True
var401,True
var402,True
var403,True
var404,True
var405,True
var406,True
var407,True
var408,True
var409,True
var410,True
var411,True
var412,True
var413,True
var414,True
var415,True
var416,True
var417,True
var418,True
var419,True
var420,True
var421,True
var422,True
var423,True
var424,True
var425,True
var426,True
var427,True
var428,True
var429,True
var430,True
var431,True
var432,True
var433,True
var434,True
var435,True
var436,True
var437,True
var438,True
var439,True
var440,True
var441,True
var442,True
var443,True
