LR,SVM
0.014490273200618107,0.024261354982849724
0.027895060207171227,0.09023333020323834
0.43008512107831004,0.6721758282746715
0.10027627205734167,0.13736850680514007
0.022630382628391312,0.07056065529099545
0.089119050583665,0.08285304687569214
0.13065199737933353,0.1628118183057242
0.13089890290399656,0.21355251451256124
0.1732065008455923,0.16635707719648254
0.018758099125840613,0.052331226786476746
0.013781792862772018,0.02124900923848109
0.006964438593127883,0.06401227301404142
0.005954860211480967,0.023512991386356784
0.14265908977138564,0.07676071828981583
0.046420072907781544,0.1384038368537763
0.028825844015979065,0.03413871267092693
0.022688807666474364,0.15482446056111804
0.04166993382736332,0.0505677181190551
0.017481691997332547,0.02617946384152261
0.04291475508191701,0.1699087960169265
0.24624193411256418,0.27780729659916303
0.3202729446054953,0.1859292959681251
0.015230634228109613,0.22035029699794006
0.13708655166582118,0.15557641424288324
0.0090055038969059,0.03114280449591001
0.0416974434345394,0.1356199267102486
0.06508609522360745,0.050195603111006404
0.1030290832406843,0.08020193721131721
0.19601380924294592,0.3256690890136521
0.01044707887266887,0.023069631380138695
0.5523495169426624,0.6537730099539069
0.004347496748655599,0.0285266352848985
0.039199118892306095,0.09175475401704739
0.06144019066760151,0.1062482975964187
0.08742501049371443,0.11428479469345192
0.5642585559742923,0.3765118445432719
0.4849838040401941,0.46464093346165375
0.012788509701113027,0.03586304061814539
0.09003163048587706,0.08578818072743585
0.285628871967323,0.39160950154034696
0.07922079524417527,0.055104729886868986
0.6526715542071867,0.6143560249891052
0.4846365189783565,0.493427835208185
0.46776981665175255,0.33713115646494746
0.36249461834551555,0.2201764867671992
0.01984641344154677,0.07914884182306273
0.022981574306219943,0.029003169026478808
0.43270795046774324,0.2251202341144769
0.1568412095268212,0.10101664664019058
0.38804787330811935,0.36077838457761807
0.1392524385853225,0.13064399670111787
0.13539139717919887,0.07643351219696645
0.0332426081190176,0.062404479902158604
0.4503409330185913,0.32733475455435246
0.008176233052811123,0.00777913519340521
0.03327246758401064,0.021734539140957607
0.012592245077944207,0.03290741144483695
0.011666369049799329,0.03295241776100993
0.25650402671294653,0.17167722637292154
0.14363500786968664,0.10513242968275874
0.32289342432546525,0.20891053161690148
0.2730631376695536,0.14205144276689446
0.18133003465824415,0.12093983926749811
0.33377572583898213,0.2591209741664121
0.13823625303482245,0.1494604638354619
0.032521700357309884,0.0751860059773735
0.4388116760426959,0.3504798365883366
0.0024124083640483366,0.1443795926286805
0.17707060484736828,0.1368386845334669
0.19694624392489585,0.13732044516512287
0.11569957333038355,0.10205415015481696
0.29791538710387516,0.21130092221044464
0.1522119511294667,0.15510900652696594
0.0229535066452417,0.10778528248541633
0.31056367681659053,0.17891176396122166
0.27216374881418987,0.21000656253709443
0.49567257930127784,0.13514447551187564
0.2534538861701924,0.22446798597048367
0.21460111208470783,0.19117124428071786
0.03448808784266615,0.1296080936822252
0.3315753594211484,0.2286815305856774
0.11038610261105107,0.07022870673018673
0.0986171274880036,0.1040017390347758
0.009428693407610251,0.05723664627841889
0.10237960376421645,0.08037318993792386
0.3924481111412885,0.26468137160384286
0.7154092200926156,0.9340815662176931
0.06123061167842352,0.029717050913446137
0.045871099878481425,0.06400309931486188
0.09382029509905684,0.04827185652922261
0.03568662465666937,0.07163885538933405
0.004794872791551352,0.03762112572554101
0.6184363205333596,0.5809234837182988
0.014985561862880411,0.0772033146010874
0.4928102392082244,0.39113727337776194
0.21971971476417068,0.15720552581690783
0.1820603329697011,0.1825205363356584
0.32006338776580384,0.43656677459903614
0.2773713408356666,0.23784470653600054
0.06806555038482053,0.12951374921283274
0.0014500973875630828,0.020024958366381584
0.003888088697073566,0.04640159905171472
0.12784082200907532,0.13170485695929784
0.007354999982533641,0.0718440397000607
0.4336974346698798,0.5177742902126827
0.15593430699033894,0.09197993163403902
0.019268302454776103,0.03488151630198416
0.09219362267239842,0.05805197387184308
0.036448346095124,0.06479678817348355
0.37339116342588236,0.3600417881339228
0.0013445979168130683,0.04256199109811239
0.1339192485274085,0.051770306019247356
0.02426035763301996,0.04821180357841652
0.12132408690593781,0.26191022466944247
0.31597318165539706,0.25773305603809293
0.016393227230217675,0.03563977714950674
0.011586024037158839,0.03763155311499202
0.257015035557929,0.30380646873511574
0.13822144116766433,0.10434741979098983
0.11720193233655019,0.058389045349001
0.013225396489755382,0.12069982228695349
0.18017055293288647,0.15756895390695697
0.0043057899746175386,0.2193003420148906
0.32480841287953444,0.3569243077079264
0.03206144290829737,0.03615489594682346
0.25641722877387546,0.26390282272730115
0.018134885017515902,0.05245211682556208
0.26868907616926246,0.19230949075534579
0.24296189631149012,0.14262934624749124
0.054022122775875814,0.06351609752319992
0.12833616134491746,0.11499615614502175
0.15791275114200384,0.13972046642259325
0.042584613848689355,0.04038327812347329
0.08775596037543483,0.1434946356838081
0.0871401525644179,0.07489238822492525
0.09417105489076331,0.06970958246291356
0.032766866144549656,0.05911631311064051
0.1853072055532313,0.1089598228095849
0.1960687125647692,0.2779124440090937
0.11882125628843722,0.09842141289359643
0.033415681896276396,0.22705891706737463
0.11922151262276061,0.18424854722388656
0.6063112510445471,0.3650377794365524
0.05552411687236874,0.16478516567917895
0.049393980519114235,0.04995363152895259
0.00796462067264216,0.031264734178785156
0.08998884602437468,0.09677595721812042
0.11356987072401016,0.13028852519862397
0.04459325359665647,0.07920835332176765
0.06836695662567001,0.06890199484833082
0.013765100637254815,0.0309232380310425
0.1713049261276725,0.1654289980175132
0.07264279679871953,0.04415028349252168
0.13160585183039564,0.2704681106015349
0.00555930973915042,0.026098290721732142
0.22904253811966038,0.13910673556978068
0.03327058670184049,0.048674759117428815
0.15012553798225048,0.06814362971704051
0.18351597773735506,0.11309703137126559
0.033137378946312517,0.052983918735302525
0.20916371758295657,0.13409937827100396
0.2679066151370023,0.1630256993041115
0.05446897787452674,0.04717077565749968
0.2903909346496445,0.22340062603154714
0.03821624675628008,0.03441585204017929
0.33444184231222435,0.2840743529699429
0.12932771194074674,0.09176601997910863
0.03003055230562256,0.06206231643031287
0.014613382664448709,0.055492117492510415
0.32258836930502216,0.18117991679965678
0.030481959234130614,0.029253553143981936
0.09602873818705229,0.17466056245478395
0.10529839078143295,0.10911939093307468
0.002713686732679602,0.06723882366885156
0.20950668925269547,0.08157495407775073
0.005839276640512501,0.05177886575136588
0.0027471125537876758,0.029192608487557215
0.05078337927436458,0.06508931889360371
0.020489195334385597,0.044438044805174125
0.06628526739128256,0.24507213571883435
0.34530249797663676,0.3287647741132712
0.06342677101887759,0.06028976921368569
0.023606452223624376,0.07057028372393777
